id,section,subsection,chunk,keywords,input_file
585dccea-bd84-4ecb-98eb-d1683e0ce8b1,Roles and Responsibilities,HR,Facilitate training for managers on performance appraisal processes. Maintain records of performance reviews.,"performance,facilitate,training,managers,appraisal",C:\Users\hassa\Documents\Data_Engineering_Project\rag_with_langgraph\data\raw\performance_review_policy
a6400d18-3c10-4ef7-8cff-b4d6e97bb418,Roles and Responsibilities,Calibration Committees,Ensure consistency in ratings across departments. Review performance ratings to mitigate bias.,"ratings,ensure,consistency,across,departments",C:\Users\hassa\Documents\Data_Engineering_Project\rag_with_langgraph\data\raw\performance_review_policy
27dca902-ecc6-4a24-912b-bab7d692d697,Documentation Requirements,Definition,Performance reviews must be documented using the company’s appraisal form. All feedback and discussions should be recorded in the employee’s HR file.,"performance,reviews,documented,using,company",C:\Users\hassa\Documents\Data_Engineering_Project\rag_with_langgraph\data\raw\performance_review_policy
6d4fb328-c355-418f-8000-b4b9807f8339,Career Development & Training Link,Definition,Performance reviews will identify training needs and career development opportunities. Employees are encouraged to pursue professional development aligned with their career aspirations. Example: An employee identified as needing project management skills may be recommended for a training program.,"training,career,development,performance,reviews",C:\Users\hassa\Documents\Data_Engineering_Project\rag_with_langgraph\data\raw\performance_review_policy
678703f3-b6a6-456f-90a1-c226108543a9,Promotion and Compensation Link,Definition,"Performance ratings will directly influence promotion eligibility and compensation adjustments. Employees rated as “Exceeds Expectations” may be considered for leadership roles or salary increases. Scenario: An employee who consistently receives high ratings may be promoted to a senior position, while another with lower ratings may need to improve before being considered for advancement.","ratings,considered,performance,directly,influence",C:\Users\hassa\Documents\Data_Engineering_Project\rag_with_langgraph\data\raw\performance_review_policy
02ffac83-f235-47a8-864d-2fb43b1b77de,Handling Underperformance,Definition,Managers should address underperformance immediately with a formal improvement plan. Employees will be given specific goals and a timeline to improve. Example: An employee rated as “Does Not Meet Expectations” will have a 60day plan with weekly checkins to monitor progress.,"plan,managers,address,underperformance,immediately",C:\Users\hassa\Documents\Data_Engineering_Project\rag_with_langgraph\data\raw\performance_review_policy
9b68438b-ec38-4905-8404-96996a20838a,Appeals or Review Process,Definition,"Employees may appeal their performance ratings within 10 working days of receiving their review. Appeals should be submitted in writing to HR, outlining the reasons for the appeal.","appeal,employees,performance,ratings,within",C:\Users\hassa\Documents\Data_Engineering_Project\rag_with_langgraph\data\raw\performance_review_policy
15ea3997-0530-4276-b8ab-3c1d8e8c0943,Special Cases,New Hires,New employees will have a probationary review to assess their fit and performance.,"employees,probationary,review,assess,performance",C:\Users\hassa\Documents\Data_Engineering_Project\rag_with_langgraph\data\raw\performance_review_policy
2ff778ec-5ead-4d12-8e03-676a3bdd5ae8,Special Cases,Transfers,Employees transferring to a new department will undergo a review after 90 days in their new role.,"employees,transferring,department,undergo,review",C:\Users\hassa\Documents\Data_Engineering_Project\rag_with_langgraph\data\raw\performance_review_policy
31ca549e-925d-4637-8706-6e6c73e50478,Special Cases,Extended Leave,Employees on extended leave will have their reviews postponed until their return.,"employees,extended,leave,reviews,postponed",C:\Users\hassa\Documents\Data_Engineering_Project\rag_with_langgraph\data\raw\performance_review_policy
f8a3c952-9b61-43e4-ba10-a3e5f84feb85,Appendix,Manager Checklist,Schedule review meetings in advance. Prepare documentation and feedback. Discuss goals and performance with the employee. Document the review outcome.,"review,schedule,meetings,advance,prepare",C:\Users\hassa\Documents\Data_Engineering_Project\rag_with_langgraph\data\raw\performance_review_policy
bc85423f-1bd6-47ed-adef-c9c0048320c7,Appendix,Sample Timeline for Annual Review Cycle,| Month | Activity | ||| | January | Goal setting for the year | | June | Midyear reviews | | October | Performance documentation due | | November| Review meetings with employees | | December| Finalize ratings and feedback |,"month,activity,january,goal,setting",C:\Users\hassa\Documents\Data_Engineering_Project\rag_with_langgraph\data\raw\performance_review_policy
0e398e20-afdf-49d9-88fc-031fb244efec,Appendix,FAQ,"Q1: How often will performance reviews be conducted? A1: Performance reviews are conducted annually, with midyear checkins and probationary reviews for new hires. Q2: Can I appeal my performance rating? A2: Yes, you can appeal your rating within 10 working days by submitting a written request to HR. Q3: What if I disagree with my manager’s feedback? A3: Discuss your concerns with your manager first. If unresolved, you may escalate to HR. Q4: How are goals set? A4: Goals are set collaboratively between the employee and manager, ensuring alignment with company objectives. Q5: What happens if I am underperforming? A5: You will receive a performance improvement plan outlining specific goals and timelines for improvement. Q6: How does this policy affect promotions? A6: Performance ratings directly influence promotion eligibility, with higher ratings increasing your chances. Q7: What documentation is required for reviews? A7: Documentation includes the appraisal form, feedback notes, and any relevant performance data.  This Performance Review & Appraisal Policy is designed to ensure clarity and consistency in assessing employee performance, contributing to a motivated and highperforming workforce at Global Service Firm.","performance,reviews,your,what,manager",C:\Users\hassa\Documents\Data_Engineering_Project\rag_with_langgraph\data\raw\performance_review_policy
