id,section,subsection,chunk,keywords,input_file
1b3ff318-12cc-4baf-b1ab-52f9c343ebef,Digital Tools and Systems,Definition,"Applicant Tracking System (ATS): Used for managing job postings, applications, and candidate communications. Human Resource Information System (HRIS): Maintains employee records and facilitates onboarding processes. ELearning Platforms: Provide access to training materials and compliance courses during onboarding.","system,onboarding,applicant,tracking,used",C:\Users\hassa\Documents\Data_Engineering_Project\rag_with_langgraph\data\raw\recruitment_onboarding_policy
9fd54d93-759b-4621-b58a-a0ffaf1014d8,Probation Period Rules,Definition,"1. Length: The standard probation period is 90 days. 2. Evaluations: Performance evaluations will be conducted at 30, 60, and 90 days to assess fit and performance. 3. Extensions: Probation periods may be extended for an additional 30 days if performance does not meet expectations. 4. Termination: Employment may be terminated during the probation period if performance is unsatisfactory.","performance,probation,days,period,evaluations",C:\Users\hassa\Documents\Data_Engineering_Project\rag_with_langgraph\data\raw\recruitment_onboarding_policy
430dbe25-8353-4059-b91a-55c4c317ecd7,Training During Onboarding,Definition,Mandatory Compliance Training: New hires must complete compliance training within their first week. Security Training: Training on data protection and security protocols will be provided. Culture Workshops: Workshops will be held to familiarize new hires with company values and culture.,"training,compliance,hires,security,culture",C:\Users\hassa\Documents\Data_Engineering_Project\rag_with_langgraph\data\raw\recruitment_onboarding_policy
f64d19dc-6355-40b5-8ef1-93197848a2f1,Integration with Performance Management,Definition,"A review will be conducted at the end of the first 90 days to discuss performance, set goals, and address any concerns.","review,conducted,first,days,discuss",C:\Users\hassa\Documents\Data_Engineering_Project\rag_with_langgraph\data\raw\recruitment_onboarding_policy
8e7203a1-3918-46e4-a929-9287f4445c9c,Employee Records and Documentation Requirements,Definition,"New hires must submit required documentation, including identification, tax forms, and signed offer letters, before their start date.","hires,submit,required,documentation,including",C:\Users\hassa\Documents\Data_Engineering_Project\rag_with_langgraph\data\raw\recruitment_onboarding_policy
1a8987de-55cc-4f88-99e4-9f3985f7b93b,Global and Regional Compliance Considerations,Definition,Recruitment and onboarding practices will be adapted to meet local labor laws and regulations in each region where Global Service Firm operates.,"recruitment,onboarding,practices,adapted,meet",C:\Users\hassa\Documents\Data_Engineering_Project\rag_with_langgraph\data\raw\recruitment_onboarding_policy
90f5200e-3f00-4b5a-9694-2605d7a9c008,Example Scenario: Manager Requests a New Hire,Definition,"Scenario: A manager identifies the need for a new software developer due to increased project demands. 1. The manager submits a job requisition to HR. 2. HR reviews and approves the requisition. 3. A job description is created and posted on various platforms. 4. Candidates are sourced and screened, leading to interviews. 5. The selected candidate receives an offer, and onboarding begins.","manager,requisition,scenario,identifies,need",C:\Users\hassa\Documents\Data_Engineering_Project\rag_with_langgraph\data\raw\recruitment_onboarding_policy
029cf3dd-639a-4f3e-8b0e-1b57f5fe3aef,Example Onboarding Plan: 30-60-90 Days,Definition,"| Time Frame | Activities | ||| | 30 Days | Orientation, compliance training, introduction to team, initial project assignment | | 60 Days | Continued training, feedback sessions, increased responsibilities, networking | | 90 Days | Performance review, goal setting, integration into team projects |","days,training,team,time,frame",C:\Users\hassa\Documents\Data_Engineering_Project\rag_with_langgraph\data\raw\recruitment_onboarding_policy
15ce3e5d-1b96-4e33-973a-82835bfa780a,Sample Communication Timeline with Candidates,Definition,| Stage | Timeline | Action | |||| | Application Received | 2 weeks | Acknowledge receipt of application | | Interview Scheduled | 1 week | Notify candidates of interview date | | PostInterview Feedback | 1 week | Provide feedback to candidates | | Offer Extended | 1 week | Send offer letter to selected candidate |,"week,application,interview,candidates,feedback",C:\Users\hassa\Documents\Data_Engineering_Project\rag_with_langgraph\data\raw\recruitment_onboarding_policy
9fb4199b-0e4e-4bff-8f7e-69ed583af577,Example Table: Stages of Onboarding with Responsible Parties,Definition,"| Stage | Responsible Party | ||| | Preboarding | HR | | Orientation | HR, Hiring Manager | | Training Sessions | HR, Department Heads | | Performance Review | HR, Hiring Manager |","hiring,manager,stage,responsible,party",C:\Users\hassa\Documents\Data_Engineering_Project\rag_with_langgraph\data\raw\recruitment_onboarding_policy
bd983acd-d6a9-43a7-86cd-d5cc08e465c9,Checklist for Managers Before New Hire Arrival,Definition,"1. Confirm workspace setup. 2. Prepare necessary equipment (laptop, phone). 3. Schedule introductory meetings. 4. Ensure access to required systems. 5. Review onboarding materials.","confirm,workspace,setup,prepare,necessary",C:\Users\hassa\Documents\Data_Engineering_Project\rag_with_langgraph\data\raw\recruitment_onboarding_policy
50ee5a53-0b7f-46d5-be2e-40abdc450fb8,Appendix: Definitions and Templates,Definitions,ATS: Applicant Tracking System. HRIS: Human Resource Information System.,"system,applicant,tracking,hris,human",C:\Users\hassa\Documents\Data_Engineering_Project\rag_with_langgraph\data\raw\recruitment_onboarding_policy
7c9d35a2-85f2-45a6-9f58-64338b6c72d6,Appendix: Definitions and Templates,Templates,Offer Letter Template: [Link to template] Induction Agenda: [Link to template],"template,link,offer,letter,induction",C:\Users\hassa\Documents\Data_Engineering_Project\rag_with_langgraph\data\raw\recruitment_onboarding_policy
010892cb-bda3-4ffb-8992-d2d06e87b9a2,FAQ,Definition,"1. What should I do if I need to fill a position urgently? Contact HR immediately to expedite the requisition process. 2. How long does the onboarding process take? The onboarding process typically lasts 90 days, including the probation period. 3. Can I request changes to the job description? Yes, changes can be requested during the job requisition process. 4. What if I have concerns about a new hire during the probation period? Discuss concerns with HR and the hiring manager to determine the best course of action. 5. Is training mandatory during onboarding? Yes, compliance and security training are mandatory for all new hires. 6. How will I receive feedback during my onboarding? Regular checkins will be scheduled to provide feedback and address any questions. 7. What happens if I don't meet performance expectations during probation? A performance review will be conducted, and if necessary, an extension or termination may occur. 8. How can I ensure a diverse candidate pool? Utilize diverse job boards and networks to reach a broader audience. 9. What digital tools will I use during onboarding? You will use the ATS for application tracking and the HRIS for employee records. 10. Who should I contact if I have questions about the onboarding process? Reach out to your HR representative for any inquiries.  This Recruitment & Onboarding Policy is designed to foster a structured, fair, and inclusive approach to hiring and integrating new employees into Global Service Firm. By adhering to these guidelines, we aim to enhance our organizational culture and ensure the success of our new hires.","onboarding,during,process,what,probation",C:\Users\hassa\Documents\Data_Engineering_Project\rag_with_langgraph\data\raw\recruitment_onboarding_policy
